Time (Sec);S8;S6;S30;S55;S52;S38;S36;S1;S13;S46;S48;S4;S58;S34;S50;S32;S17;S28;S21;S19;S44;S11;S42;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.12666666666666668;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
0.22666666666666668;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
0.32666666666666666;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
0.42666666666666664;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
0.5266666666666666;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
0.6266666666666666;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
0.7266666666666666;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
0.8266666666666665;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
0.9266666666666665;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
1.0266666666666666;99.98970879999999;99.98993759999999;99.989464;99.989464;99.989464;99.986032;99.9862608;19160.0;99.989464;99.989464;99.986032;99.98650559999999;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;99.986032;99.9896928;99.989464;99.9892352;99.989464;
1.126666666666666;99.98960879999998;99.98983759999999;99.989364;99.989364;99.989364;99.98593199999999;99.9861608;19160.0;99.989364;99.989364;99.98593199999999;99.98640559999998;99.989364;99.989364;99.989364;99.98593199999999;99.9895928;99.989364;99.98593199999999;99.9895928;99.989364;99.98913519999999;99.989364;
1.2266666666666652;99.98960879999998;99.98983759999999;99.989364;99.989364;99.989364;99.98593199999999;99.9861608;19160.0;99.989364;99.989364;99.98593199999999;99.98640559999998;99.989364;99.989364;99.989364;99.98593199999999;99.9895928;99.989364;99.98593199999999;99.9895928;99.989364;99.98913519999999;99.989364;
1.3266666666666653;99.98960879999998;99.98983759999999;99.989364;99.989364;99.989364;99.98593199999999;99.9861608;19160.0;99.989364;99.989364;99.98593199999999;99.98640559999998;99.989364;99.989364;99.989364;99.98593199999999;99.9895928;99.989364;99.98593199999999;99.9895928;99.989364;99.98913519999999;99.989364;
1.4266666666666654;99.98960879999998;99.98983759999999;99.989364;99.989364;99.989364;99.98593199999999;99.9861608;19160.0;99.989364;99.989364;99.98593199999999;99.98640559999998;99.989364;99.989364;99.989364;99.98593199999999;99.9895928;99.989364;99.98593199999999;99.9895928;99.989364;99.98913519999999;99.989364;
1.5266666666666655;99.98960879999998;99.98983759999999;99.989364;99.989364;99.989364;99.98593199999999;99.9861608;19160.0;99.989364;99.989364;99.98593199999999;99.98640559999998;99.989364;99.989364;99.989364;99.98593199999999;99.9895928;99.989364;99.98593199999999;99.9895928;99.989364;99.98913519999999;99.989364;
1.6266666666666656;99.98960879999998;99.98983759999999;99.989364;99.989364;99.989364;99.98593199999999;99.9861608;19160.0;99.989364;99.989364;99.98593199999999;99.98640559999998;99.989364;99.989364;99.989364;99.98593199999999;99.9895928;99.989364;99.98593199999999;99.9895928;99.989364;99.98913519999999;99.989364;
